customer_id,age,gender,city,plan_id
C02736,18,Male,Kinshasa,2
C02737,63,Female,Matadi,2
C02738,33,Male,Lubumbashi,1
C02739,63,Male,Lubumbashi,1
C02740,69,Male,Mbuji-Mayi,1
C02741,20,Male,Matadi,3
C02742,52,Male,Kinshasa,2
C02743,58,Female,Bukavu,1
C02744,23,Male,Matadi,3
C02745,42,Female,Mbuji-Mayi,1
C02746,30,Female,Kisangani,2
C02747,51,Female,Lubumbashi,2
C02748,25,Male,Kolwezi,3
C02749,38,Female,Lubumbashi,4
C02750,51,Female,Likasi,3
C02751,21,Female,Mbuji-Mayi,2
C02752,42,Female,Lubumbashi,1
C02753,32,Male,Lubumbashi,3
C02754,21,Female,Matadi,2
C02755,62,Female,Matadi,1
C02756,29,Female,Kolwezi,3
C02757,49,Female,Kananga,1
C02758,49,Male,Likasi,1
C02759,45,Female,Kolwezi,4
C02760,30,Female,Kisangani,2
C02761,48,Female,Likasi,1
C02762,31,Female,Matadi,3
C02763,37,Female,Lubumbashi,3
C02764,35,Female,Bukavu,1
C02765,46,Male,Lubumbashi,2
C02766,23,Female,Kinshasa,3
C02767,49,Male,Kolwezi,1
C02768,46,Male,Likasi,2
C02769,60,Female,Bukavu,1
C02770,19,Male,Kinshasa,3
C02771,40,Female,Kisangani,3
C02772,36,Male,Lubumbashi,1
C02773,48,Female,Kananga,3
C02774,68,Male,Mbuji-Mayi,3
C02775,22,Male,Kinshasa,1
C02776,36,Female,Lubumbashi,2
C02777,51,Male,Lubumbashi,1
C02778,27,Male,Likasi,4
C02779,42,Male,Likasi,2
C02780,19,Male,Kananga,2
C02781,28,Male,Kinshasa,2
C02782,67,Female,Matadi,2
C02783,48,Male,Likasi,3
C02784,32,Male,Mbuji-Mayi,2
C02785,26,Female,Lubumbashi,4
C02786,40,Female,Lubumbashi,2
C02787,36,Female,Kisangani,1
C02788,26,Male,Kisangani,4
C02789,52,Male,Kananga,2
C02790,38,Male,Kinshasa,2
C02791,26,Male,Goma,4
C02792,45,Female,Bukavu,1
C02793,63,Female,Likasi,2
C02794,68,Male,Kinshasa,1
C02795,24,Male,Lubumbashi,2
C02796,33,Male,Kolwezi,3
C02797,33,Male,Kisangani,4
C02798,50,Female,Bukavu,2
C02799,21,Female,Likasi,3
C02800,21,Male,Matadi,4
C02801,56,Female,Matadi,2
C02802,57,Male,Kisangani,1
C02803,34,Male,Kinshasa,2
C02804,54,Female,Likasi,4
C02805,56,Male,Bukavu,4
C02806,69,Female,Lubumbashi,2
C02807,46,Male,Kinshasa,3
C02808,69,Female,Kisangani,1
C02809,53,Male,Kananga,1
C02810,55,Female,Goma,4
C02811,56,Male,Kinshasa,1
C02812,67,Male,Mbuji-Mayi,1
C02813,54,Female,Likasi,2
C02814,69,Male,Matadi,2
C02815,52,Female,Mbuji-Mayi,2
C02816,24,Female,Kinshasa,1
C02817,44,Male,Kinshasa,4
C02818,45,Male,Mbuji-Mayi,4
C02819,39,Male,Kananga,1
C02820,31,Male,Mbuji-Mayi,2
C02821,24,Female,Lubumbashi,3
C02822,54,Male,Bukavu,2
C02823,39,Male,Mbuji-Mayi,1
C02824,22,Male,Mbuji-Mayi,2
C02825,19,Female,Likasi,1
C02826,44,Male,Bukavu,1
C02827,38,Female,Goma,2
C02828,55,Male,Mbuji-Mayi,2
C02829,32,Female,Mbuji-Mayi,3
C02830,38,Male,Lubumbashi,3
C02831,27,Male,Matadi,1
C02832,40,Female,Lubumbashi,3
C02833,56,Male,Mbuji-Mayi,1
C02834,22,Male,Likasi,2
C02835,18,Male,Lubumbashi,3
C02836,30,Female,Likasi,2
C02837,38,Male,Bukavu,2
C02838,43,Female,Likasi,2
C02839,67,Female,Kananga,4
C02840,62,Female,Kolwezi,2
C02841,38,Male,Bukavu,3
C02842,35,Female,Kolwezi,4
C02843,54,Female,Mbuji-Mayi,3
C02844,62,Male,Mbuji-Mayi,2
C02845,49,Female,Kananga,1
C02846,53,Female,Kinshasa,1
C02847,34,Male,Kolwezi,2
C02848,52,Male,Lubumbashi,3
C02849,66,Female,Kananga,2
C02850,28,Male,Bukavu,4
C02851,38,Male,Goma,1
C02852,69,Male,Lubumbashi,3
C02853,43,Female,Likasi,2
C02854,21,Female,Mbuji-Mayi,2
C02855,51,Male,Bukavu,3
C02856,69,Female,Kananga,1
C02857,65,Male,Kolwezi,1
C02858,35,Male,Kolwezi,2
C02859,57,Male,Kisangani,2
C02860,52,Male,Mbuji-Mayi,3
C02861,58,Male,Lubumbashi,4
C02862,46,Female,Likasi,1
C02863,69,Female,Likasi,2
C02864,46,Female,Mbuji-Mayi,2
C02865,55,Female,Kisangani,4
C02866,59,Male,Kisangani,4
C02867,38,Male,Lubumbashi,3
C02868,59,Female,Kisangani,2
C02869,30,Female,Kananga,1
C02870,66,Male,Kisangani,1
C02871,58,Male,Kolwezi,2
C02872,34,Male,Matadi,3
C02873,26,Female,Kinshasa,2
C02874,58,Male,Kolwezi,3
C02875,18,Male,Kolwezi,2
C02876,19,Female,Goma,3
C02877,65,Female,Goma,1
C02878,46,Female,Mbuji-Mayi,1
C02879,50,Male,Goma,1
C02880,27,Male,Mbuji-Mayi,3
C02881,67,Female,Kolwezi,1
C02882,57,Male,Kinshasa,3
C02883,38,Male,Lubumbashi,1
C02884,45,Male,Lubumbashi,2
C02885,28,Female,Matadi,4
C02886,51,Female,Bukavu,2
C02887,25,Male,Lubumbashi,1
C02888,39,Male,Bukavu,1
C02889,25,Male,Kisangani,4
C02890,66,Male,Likasi,2
C02891,32,Female,Kolwezi,2
C02892,34,Female,Kinshasa,2
C02893,40,Male,Mbuji-Mayi,1
C02894,41,Male,Bukavu,1
C02895,62,Female,Matadi,2
C02896,36,Male,Lubumbashi,3
C02897,22,Female,Kananga,1
C02898,49,Male,Lubumbashi,3
C02899,61,Female,Goma,3
C02900,18,Male,Kolwezi,4
C02901,40,Male,Goma,1
C02902,54,Female,Lubumbashi,1
C02903,25,Female,Kananga,3
C02904,30,Male,Goma,1
C02905,25,Male,Kinshasa,1
C02906,40,Female,Goma,3
C02907,60,Female,Kananga,1
C02908,18,Male,Goma,2
C02909,62,Male,Bukavu,2
C02910,68,Female,Kisangani,3
C02911,41,Female,Mbuji-Mayi,1
C02912,52,Female,Lubumbashi,3
C02913,41,Female,Bukavu,2
C02914,34,Female,Mbuji-Mayi,2
C02915,22,Male,Kisangani,1
C02916,37,Male,Bukavu,1
C02917,38,Female,Matadi,2
C02918,57,Male,Bukavu,2
C02919,48,Male,Kinshasa,4
C02920,63,Female,Kananga,2
C02921,53,Male,Lubumbashi,2
C02922,28,Male,Kolwezi,2
C02923,69,Male,Mbuji-Mayi,3
C02924,32,Female,Goma,2
C02925,36,Female,Lubumbashi,1
C02926,24,Male,Kolwezi,3
C02927,68,Male,Kisangani,2
C02928,45,Male,Bukavu,2
C02929,68,Male,Kolwezi,2
C02930,60,Male,Matadi,3
C02931,22,Male,Lubumbashi,1
C02932,22,Female,Lubumbashi,1
C02933,47,Male,Lubumbashi,3
C02934,49,Male,Kananga,1
C02935,25,Female,Kisangani,3
C02936,27,Male,Kananga,1
C02937,55,Male,Lubumbashi,1
C02938,64,Male,Matadi,1
C02939,49,Male,Goma,2
C02940,65,Female,Matadi,2
C02941,45,Male,Mbuji-Mayi,1
C02942,34,Female,Kisangani,1
C02943,48,Male,Bukavu,4
C02944,25,Male,Lubumbashi,2
C02945,57,Female,Kolwezi,3
C02946,42,Male,Goma,4
C02947,26,Female,Bukavu,4
C02948,19,Female,Likasi,3
C02949,32,Female,Matadi,1
C02950,67,Male,Goma,4
C02951,20,Male,Likasi,3
C02952,66,Male,Kananga,3
C02953,53,Male,Likasi,1
C02954,21,Female,Bukavu,4
C02955,31,Male,Kisangani,3
C02956,58,Male,Matadi,3
C02957,58,Female,Goma,1
C02958,42,Female,Likasi,1
C02959,67,Male,Matadi,4
C02960,27,Female,Goma,2
C02961,38,Female,Goma,1
C02962,53,Female,Bukavu,3
C02963,29,Female,Matadi,1
C02964,44,Female,Bukavu,2
C02965,57,Male,Likasi,1
C02966,19,Male,Mbuji-Mayi,1
C02967,30,Male,Kisangani,1
C02968,49,Male,Mbuji-Mayi,1
C02969,48,Male,Kinshasa,1
C02970,33,Male,Lubumbashi,2
C02971,49,Male,Mbuji-Mayi,4
C02972,49,Female,Kananga,2
C02973,51,Male,Kisangani,1
C02974,28,Male,Lubumbashi,1
C02975,27,Male,Likasi,3
C02976,32,Female,Bukavu,4
C02977,34,Male,Kananga,1
C02978,57,Male,Lubumbashi,1
C02979,35,Female,Lubumbashi,2
C02980,26,Male,Goma,3
C02981,42,Male,Kinshasa,2
C02982,57,Female,Bukavu,2
C02983,31,Male,Likasi,3
C02984,42,Female,Matadi,4
C02985,67,Male,Mbuji-Mayi,1
C02986,39,Male,Kisangani,4
C02987,69,Male,Kinshasa,1
C02988,47,Female,Goma,3
C02989,37,Female,Goma,2
C02990,38,Female,Lubumbashi,2
C02991,61,Male,Kolwezi,2
C02992,49,Male,Mbuji-Mayi,1
C02993,68,Female,Kinshasa,1
C02994,63,Female,Lubumbashi,2
C02995,66,Male,Kinshasa,2
C02996,38,Male,Kananga,1
C02997,52,Male,Bukavu,4
C02998,49,Male,Kisangani,1
C02999,47,Female,Mbuji-Mayi,2
C03000,56,Male,Goma,1
C03001,66,Male,Kolwezi,2
C03002,29,Male,Likasi,1
C03003,58,Male,Matadi,2
C03004,64,Male,Bukavu,1
C03005,35,Male,Mbuji-Mayi,1
C03006,38,Male,Kananga,3
C03007,30,Female,Mbuji-Mayi,2
C03008,38,Female,Likasi,1
C03009,25,Female,Kisangani,1
C03010,63,Male,Kisangani,3
C03011,57,Female,Kinshasa,1
C03012,63,Male,Lubumbashi,4
C03013,24,Male,Kisangani,2
C03014,40,Male,Kolwezi,1
C03015,61,Male,Matadi,3
C03016,49,Female,Kananga,3
C03017,28,Male,Likasi,1
C03018,39,Male,Goma,2
C03019,39,Female,Kisangani,2
C03020,60,Female,Goma,4
C03021,42,Female,Kisangani,2
C03022,39,Male,Kolwezi,1
C03023,45,Female,Goma,1
C03024,46,Male,Lubumbashi,1
C03025,30,Male,Kananga,1
C03026,35,Female,Matadi,1
C03027,19,Female,Kolwezi,2
C03028,46,Female,Lubumbashi,1
C03029,38,Male,Matadi,1
C03030,32,Male,Lubumbashi,2
C03031,69,Male,Lubumbashi,1
C03032,44,Male,Lubumbashi,1
C03033,67,Male,Kinshasa,1
C03034,48,Male,Matadi,1
C03035,32,Female,Lubumbashi,3
C03036,68,Male,Bukavu,2
C03037,40,Female,Bukavu,1
C03038,41,Female,Kisangani,1
C03039,61,Female,Kananga,1
C03040,30,Female,Goma,2
C03041,39,Female,Kisangani,2
C03042,60,Male,Kinshasa,2
C03043,54,Male,Bukavu,1
C03044,50,Male,Matadi,1
C03045,20,Male,Kananga,3
C03046,36,Female,Kananga,3
C03047,40,Female,Goma,4
C03048,46,Female,Matadi,1
C03049,47,Male,Likasi,3
C03050,56,Male,Goma,3
C03051,61,Male,Kananga,4
C03052,64,Male,Kinshasa,1
C03053,42,Female,Kolwezi,3
C03054,54,Female,Kolwezi,1
C03055,64,Male,Bukavu,2
C03056,25,Male,Kananga,1
C03057,59,Female,Kinshasa,3
C03058,33,Female,Goma,3
C03059,25,Female,Kinshasa,1
C03060,18,Female,Mbuji-Mayi,2
C03061,61,Male,Goma,1
C03062,22,Female,Lubumbashi,2
C03063,20,Female,Goma,1
C03064,18,Female,Bukavu,1
C03065,21,Female,Kolwezi,3
C03066,57,Male,Goma,1
C03067,52,Male,Lubumbashi,2
C03068,49,Male,Mbuji-Mayi,3
C03069,59,Male,Kinshasa,4
C03070,51,Male,Matadi,3
C03071,60,Male,Kolwezi,1
C03072,42,Female,Kinshasa,3
C03073,27,Female,Mbuji-Mayi,1
C03074,38,Female,Matadi,4
C03075,63,Female,Kananga,3
C03076,56,Male,Kisangani,3
C03077,44,Female,Bukavu,1
C03078,44,Male,Kinshasa,2
C03079,19,Female,Likasi,3
C03080,58,Female,Matadi,3
C03081,65,Female,Kananga,1
C03082,30,Male,Likasi,4
C03083,26,Female,Kisangani,1
C03084,69,Male,Kisangani,2
C03085,53,Male,Kolwezi,2
C03086,39,Female,Likasi,1
C03087,59,Male,Kolwezi,1
C03088,43,Male,Kolwezi,3
C03089,29,Female,Kolwezi,1
C03090,34,Female,Kolwezi,1
C03091,31,Female,Kananga,3
C03092,31,Female,Bukavu,3
C03093,51,Female,Goma,2
C03094,37,Female,Kananga,1
C03095,28,Male,Mbuji-Mayi,1
C03096,33,Female,Kolwezi,3
C03097,68,Female,Matadi,2
C03098,48,Male,Matadi,2
C03099,23,Female,Likasi,3
C03100,36,Male,Likasi,2
C03101,54,Female,Mbuji-Mayi,1
C03102,21,Female,Kananga,4
C03103,64,Male,Matadi,2
C03104,21,Female,Lubumbashi,2
C03105,37,Male,Lubumbashi,4
C03106,27,Female,Goma,4
C03107,41,Female,Lubumbashi,2
C03108,52,Male,Kinshasa,1
C03109,43,Female,Kolwezi,4
C03110,54,Female,Mbuji-Mayi,2
C03111,55,Male,Likasi,2
C03112,38,Female,Kinshasa,2
C03113,57,Male,Bukavu,2
C03114,56,Female,Kolwezi,3
C03115,38,Male,Matadi,2
C03116,27,Female,Kolwezi,3
C03117,55,Male,Likasi,3
C03118,63,Male,Kisangani,3
C03119,21,Female,Kisangani,3
C03120,62,Female,Kinshasa,3
C03121,37,Male,Kananga,1
C03122,34,Female,Matadi,1
C03123,24,Male,Likasi,3
C03124,21,Female,Likasi,2
C03125,46,Female,Likasi,1
C03126,31,Male,Lubumbashi,1
C03127,20,Male,Likasi,1
C03128,41,Female,Kisangani,3
C03129,54,Female,Bukavu,3
C03130,33,Female,Mbuji-Mayi,1
C03131,69,Female,Kolwezi,3
C03132,21,Female,Mbuji-Mayi,1
C03133,41,Male,Kisangani,3
C03134,51,Female,Kisangani,2
C03135,47,Female,Bukavu,3
C03136,35,Male,Goma,1
C03137,36,Male,Kinshasa,1
C03138,48,Male,Lubumbashi,3
C03139,36,Female,Kananga,1
C03140,66,Male,Likasi,4
C03141,63,Male,Likasi,2
C03142,36,Male,Bukavu,2
C03143,39,Male,Goma,2
C03144,41,Female,Likasi,1
C03145,62,Female,Lubumbashi,2
C03146,29,Female,Kinshasa,4
C03147,47,Male,Lubumbashi,1
C03148,55,Male,Goma,3
C03149,48,Male,Kisangani,2
C03150,53,Male,Lubumbashi,2
C03151,36,Male,Mbuji-Mayi,1
C03152,65,Male,Lubumbashi,2
C03153,62,Female,Kisangani,4
C03154,53,Female,Likasi,1
C03155,47,Male,Kolwezi,2
C03156,66,Female,Kolwezi,2
C03157,50,Male,Kolwezi,2
C03158,35,Male,Likasi,2
C03159,69,Female,Bukavu,2
C03160,66,Male,Kinshasa,1
C03161,45,Female,Kinshasa,4
C03162,64,Male,Likasi,3
C03163,28,Male,Lubumbashi,1
C03164,62,Female,Kananga,2
C03165,50,Male,Kinshasa,3
C03166,34,Male,Mbuji-Mayi,4
C03167,23,Male,Mbuji-Mayi,4
C03168,21,Female,Matadi,3
C03169,37,Male,Mbuji-Mayi,1
C03170,65,Male,Kinshasa,4
C03171,64,Male,Kananga,3
C03172,44,Female,Kisangani,1
C03173,32,Female,Kolwezi,1
C03174,23,Female,Lubumbashi,2
C03175,64,Female,Kisangani,2
C03176,31,Female,Kananga,1
C03177,28,Male,Bukavu,1
C03178,56,Female,Kolwezi,1
C03179,26,Female,Matadi,2
C03180,43,Male,Bukavu,1
C03181,33,Female,Kinshasa,3
C03182,22,Male,Kananga,1
C03183,69,Female,Kolwezi,4
C03184,27,Male,Matadi,3
C03185,67,Male,Lubumbashi,4
C03186,20,Female,Lubumbashi,3
C03187,30,Female,Likasi,1
C03188,60,Male,Kinshasa,2
C03189,66,Male,Mbuji-Mayi,1
C03190,47,Male,Kananga,4
C03191,62,Male,Matadi,1
C03192,23,Male,Matadi,2
C03193,34,Male,Mbuji-Mayi,3
C03194,62,Male,Mbuji-Mayi,4
C03195,68,Female,Bukavu,3
C03196,36,Male,Kolwezi,2
C03197,59,Female,Bukavu,2
C03198,52,Female,Goma,2
C03199,63,Male,Goma,1
C03200,43,Male,Kinshasa,3
C03201,68,Female,Likasi,2
C03202,22,Male,Kananga,1
C03203,46,Male,Matadi,4
C03204,54,Female,Kolwezi,2
C03205,37,Female,Lubumbashi,3
C03206,66,Female,Lubumbashi,3
C03207,38,Male,Kisangani,3
C03208,27,Male,Mbuji-Mayi,1
C03209,22,Female,Kinshasa,1
C03210,53,Male,Kisangani,3
C03211,23,Female,Kisangani,3
C03212,43,Male,Likasi,2
C03213,21,Female,Kananga,2
C03214,56,Male,Matadi,1
C03215,56,Female,Kolwezi,4
C03216,67,Male,Lubumbashi,1
C03217,52,Male,Lubumbashi,1
C03218,18,Female,Lubumbashi,2
C03219,41,Male,Goma,1
C03220,53,Male,Kananga,4
C03221,23,Female,Kinshasa,1
C03222,58,Male,Lubumbashi,1
C03223,63,Male,Likasi,2
C03224,61,Male,Lubumbashi,2
C03225,48,Female,Kinshasa,1
C03226,37,Female,Goma,2
C03227,41,Female,Likasi,2
C03228,42,Female,Kisangani,3
C03229,53,Female,Kinshasa,1
C03230,38,Male,Kisangani,4
C03231,47,Male,Mbuji-Mayi,2
C03232,41,Female,Bukavu,1
C03233,61,Male,Lubumbashi,1
C03234,59,Male,Kinshasa,2
C03235,47,Male,Bukavu,1
C03236,39,Male,Kolwezi,1
C03237,45,Female,Likasi,1
C03238,24,Female,Kananga,2
C03239,52,Male,Mbuji-Mayi,2
C03240,45,Male,Kolwezi,1
C03241,31,Female,Kolwezi,2
C03242,27,Male,Mbuji-Mayi,3
C03243,33,Male,Kisangani,1
C03244,33,Male,Kinshasa,3
C03245,48,Female,Matadi,2
C03246,59,Female,Lubumbashi,4
C03247,42,Male,Likasi,1
C03248,30,Male,Goma,4
C03249,23,Male,Kinshasa,2
C03250,61,Male,Lubumbashi,2
C03251,26,Male,Kinshasa,2
C03252,62,Male,Kolwezi,1
C03253,53,Female,Matadi,4
C03254,60,Female,Goma,2
C03255,37,Male,Kinshasa,1
C03256,35,Female,Lubumbashi,1
C03257,60,Male,Goma,1
C03258,38,Male,Goma,2
C03259,21,Female,Kananga,2
C03260,67,Female,Likasi,2
C03261,50,Male,Kolwezi,1
C03262,44,Male,Kananga,2
C03263,24,Female,Lubumbashi,2
C03264,23,Female,Lubumbashi,1
C03265,32,Male,Kisangani,1
C03266,35,Male,Kinshasa,1
C03267,49,Male,Kinshasa,4
C03268,28,Female,Kisangani,3
C03269,37,Male,Bukavu,4
C03270,41,Female,Mbuji-Mayi,1
C03271,32,Male,Kinshasa,3
C03272,65,Female,Mbuji-Mayi,2
C03273,24,Female,Kinshasa,2
C03274,38,Female,Likasi,1
C03275,59,Female,Bukavu,3
C03276,43,Male,Matadi,4
C03277,61,Female,Bukavu,1
C03278,31,Female,Lubumbashi,1
C03279,54,Female,Kisangani,2
C03280,38,Male,Lubumbashi,4
C03281,35,Male,Matadi,3
C03282,22,Male,Kananga,1
C03283,20,Male,Lubumbashi,2
C03284,40,Male,Lubumbashi,1
C03285,43,Male,Lubumbashi,3
C03286,54,Female,Goma,3
C03287,41,Female,Mbuji-Mayi,2
C03288,66,Female,Bukavu,1
C03289,36,Male,Kananga,4
C03290,68,Female,Bukavu,2
C03291,42,Female,Likasi,4
C03292,38,Male,Mbuji-Mayi,2
C03293,29,Female,Kananga,3
C03294,58,Male,Likasi,3
C03295,50,Female,Kolwezi,1
C03296,67,Male,Goma,4
C03297,21,Male,Lubumbashi,1
C03298,59,Male,Goma,3
C03299,24,Female,Bukavu,4
C03300,39,Female,Kananga,1
C03301,50,Male,Likasi,2
C03302,34,Male,Matadi,2
C03303,41,Female,Likasi,3
C03304,51,Female,Goma,3
C03305,45,Male,Lubumbashi,2
C03306,60,Female,Matadi,3
C03307,58,Female,Bukavu,1
C03308,56,Female,Matadi,1
C03309,39,Male,Mbuji-Mayi,2
C03310,66,Male,Kolwezi,2
C03311,34,Female,Lubumbashi,1
C03312,51,Male,Goma,2
C03313,23,Female,Kananga,1
C03314,63,Female,Kisangani,3
C03315,23,Male,Matadi,1
C03316,51,Male,Kinshasa,2
C03317,18,Male,Kisangani,2
C03318,27,Female,Bukavu,4
C03319,38,Female,Kinshasa,3
C03320,22,Male,Kinshasa,3
C03321,19,Male,Kinshasa,4
C03322,39,Male,Likasi,2
C03323,65,Female,Kisangani,1
C03324,19,Female,Bukavu,3
C03325,27,Female,Goma,3
C03326,51,Male,Kolwezi,2
C03327,33,Male,Bukavu,3
C03328,65,Female,Goma,3
C03329,68,Male,Goma,4
C03330,56,Male,Kinshasa,4
C03331,39,Male,Lubumbashi,1
C03332,29,Male,Kisangani,2
C03333,41,Female,Goma,1
C03334,64,Male,Kisangani,1
C03335,57,Female,Mbuji-Mayi,3
C03336,55,Female,Likasi,1
C03337,27,Male,Kolwezi,2
C03338,52,Female,Mbuji-Mayi,2
C03339,68,Female,Goma,3
C03340,66,Male,Bukavu,1
C03341,49,Female,Kisangani,1
C03342,24,Female,Mbuji-Mayi,2
C03343,38,Female,Kisangani,1
C03344,37,Female,Likasi,4
C03345,43,Female,Bukavu,3
C03346,21,Female,Mbuji-Mayi,2
C03347,63,Female,Kisangani,3
C03348,69,Female,Bukavu,1
C03349,39,Male,Kinshasa,3
C03350,32,Male,Matadi,1
C03351,57,Male,Kinshasa,3
C03352,38,Female,Kolwezi,2
C03353,32,Female,Goma,1
C03354,39,Female,Lubumbashi,1
C03355,69,Male,Matadi,2
C03356,45,Male,Goma,3
C03357,31,Male,Mbuji-Mayi,1
C03358,44,Female,Kolwezi,2
C03359,58,Male,Likasi,3
C03360,57,Male,Kolwezi,2
C03361,45,Female,Kisangani,3
C03362,43,Male,Kolwezi,1
C03363,66,Female,Mbuji-Mayi,2
C03364,19,Male,Likasi,4
C03365,42,Female,Likasi,2
C03366,20,Female,Kananga,2
C03367,25,Female,Kolwezi,3
C03368,61,Female,Kinshasa,1
C03369,50,Female,Kananga,3
C03370,59,Male,Kananga,4
C03371,69,Female,Mbuji-Mayi,1
C03372,52,Female,Matadi,3
C03373,23,Female,Kinshasa,1
C03374,56,Female,Likasi,2
C03375,69,Male,Kolwezi,3
C03376,40,Female,Kananga,3
C03377,42,Male,Goma,3
C03378,67,Female,Goma,4
C03379,60,Female,Kananga,2
C03380,36,Male,Kisangani,2
C03381,22,Male,Kolwezi,1
C03382,68,Male,Mbuji-Mayi,1
C03383,28,Female,Likasi,2
C03384,29,Male,Kananga,3
C03385,27,Female,Kinshasa,2
C03386,25,Male,Kananga,3
C03387,41,Male,Bukavu,3
C03388,45,Female,Likasi,1
C03389,58,Male,Matadi,2
C03390,53,Male,Likasi,2
C03391,54,Female,Kinshasa,2
C03392,38,Female,Bukavu,3
C03393,25,Female,Matadi,2
C03394,26,Male,Lubumbashi,3
C03395,64,Male,Kinshasa,3
C03396,32,Male,Goma,2
C03397,65,Male,Kisangani,3
C03398,63,Male,Likasi,1
C03399,57,Female,Lubumbashi,1
C03400,35,Male,Bukavu,1
C03401,59,Female,Lubumbashi,2
C03402,37,Male,Mbuji-Mayi,1
C03403,23,Female,Kolwezi,4
C03404,29,Male,Likasi,2
C03405,19,Male,Kolwezi,2
C03406,24,Female,Goma,1
C03407,33,Male,Lubumbashi,1
C03408,20,Female,Bukavu,1
C03409,62,Male,Goma,2
C03410,20,Male,Kolwezi,2
C03411,44,Female,Lubumbashi,2
C03412,67,Male,Goma,2
C03413,60,Female,Kinshasa,3
C03414,57,Male,Kananga,1
C03415,55,Male,Kisangani,3
C03416,50,Male,Matadi,2
C03417,45,Male,Kinshasa,2
C03418,18,Male,Goma,1
C03419,25,Male,Bukavu,2
C03420,54,Male,Mbuji-Mayi,1
C03421,49,Female,Kananga,4
C03422,65,Male,Matadi,2
C03423,60,Male,Kinshasa,4
C03424,54,Male,Mbuji-Mayi,2
C03425,21,Female,Mbuji-Mayi,1
C03426,47,Female,Mbuji-Mayi,2
C03427,23,Male,Kananga,1
C03428,63,Male,Lubumbashi,4
C03429,36,Male,Kinshasa,3
C03430,49,Female,Lubumbashi,3
C03431,26,Male,Likasi,2
C03432,29,Female,Kananga,2
C03433,28,Male,Mbuji-Mayi,4
C03434,63,Female,Mbuji-Mayi,1
C03435,33,Female,Kananga,3
C03436,18,Male,Likasi,2
C03437,62,Male,Kisangani,4
C03438,38,Male,Bukavu,3
C03439,47,Male,Kisangani,4
C03440,30,Male,Lubumbashi,2
C03441,51,Male,Kananga,1
C03442,21,Male,Bukavu,2
C03443,45,Female,Kisangani,3
C03444,55,Male,Lubumbashi,3
C03445,48,Male,Goma,1
C03446,44,Female,Kolwezi,2
C03447,22,Male,Bukavu,1
C03448,42,Male,Matadi,3
C03449,20,Male,Bukavu,1
C03450,50,Male,Lubumbashi,2
C03451,21,Female,Mbuji-Mayi,1
C03452,42,Female,Lubumbashi,1
C03453,37,Male,Kinshasa,4
C03454,51,Male,Mbuji-Mayi,1
C03455,43,Female,Lubumbashi,1
C03456,22,Male,Kisangani,1
C03457,52,Female,Kolwezi,2
C03458,45,Female,Lubumbashi,2
C03459,46,Female,Kisangani,1
C03460,26,Male,Matadi,2
C03461,69,Male,Kinshasa,1
C03462,55,Male,Goma,3
C03463,67,Female,Kinshasa,3
C03464,23,Male,Mbuji-Mayi,4
C03465,36,Male,Kolwezi,4
C03466,61,Female,Kinshasa,1
C03467,28,Male,Bukavu,1
C03468,19,Male,Goma,3
C03469,64,Male,Mbuji-Mayi,1
C03470,61,Female,Bukavu,1
C03471,61,Male,Mbuji-Mayi,1
C03472,26,Female,Bukavu,2
C03473,38,Female,Likasi,2
C03474,41,Female,Kolwezi,1
C03475,51,Male,Kisangani,1
C03476,39,Male,Kinshasa,3
C03477,20,Male,Matadi,1
C03478,29,Female,Bukavu,4
C03479,45,Female,Likasi,1
C03480,47,Male,Kolwezi,2
C03481,43,Female,Matadi,2
C03482,65,Male,Kinshasa,1
C03483,38,Male,Likasi,2
C03484,45,Male,Matadi,2
C03485,43,Male,Goma,3
C03486,50,Male,Kananga,3
C03487,38,Male,Mbuji-Mayi,1
C03488,52,Male,Mbuji-Mayi,1
C03489,69,Female,Lubumbashi,1
C03490,51,Male,Goma,1
C03491,58,Female,Kananga,2
C03492,68,Female,Lubumbashi,4
C03493,64,Male,Matadi,2
C03494,35,Female,Lubumbashi,3
C03495,28,Female,Bukavu,2
C03496,40,Female,Goma,3
C03497,65,Male,Likasi,1
C03498,39,Male,Likasi,3
C03499,34,Male,Kananga,3
C03500,22,Male,Kinshasa,1
C03501,61,Male,Likasi,1
C03502,28,Female,Goma,4
C03503,47,Female,Kolwezi,3
C03504,32,Male,Mbuji-Mayi,1
C03505,44,Female,Kolwezi,2
C03506,52,Female,Lubumbashi,2
C03507,50,Female,Kisangani,2
C03508,37,Female,Bukavu,1
C03509,33,Male,Kisangani,1
C03510,51,Male,Goma,2
C03511,19,Male,Kisangani,3
C03512,52,Female,Kolwezi,3
C03513,57,Female,Kinshasa,1
C03514,45,Male,Goma,3
C03515,64,Male,Mbuji-Mayi,1
C03516,56,Female,Kananga,2
C03517,23,Male,Goma,4
C03518,26,Male,Matadi,2
C03519,37,Female,Mbuji-Mayi,1
C03520,18,Female,Goma,1
C03521,25,Male,Matadi,2
C03522,40,Female,Mbuji-Mayi,3
C03523,20,Male,Lubumbashi,4
C03524,21,Female,Likasi,3
C03525,42,Female,Bukavu,3
C03526,64,Male,Likasi,3
C03527,55,Female,Kolwezi,3
C03528,32,Male,Kananga,1
C03529,38,Female,Likasi,4
C03530,52,Male,Goma,1
C03531,63,Female,Lubumbashi,4
C03532,69,Female,Kisangani,1
