customer_id,month,data_gb,call_minutes,sms
C01141,2024-08-01,40.45,384.0,127.0
C01141,2024-09-01,29.81,520.0,121.0
C01141,2024-10-01,23.72,521.0,162.0
C01141,2024-11-01,45.11,551.0,110.0
C01141,2024-12-01,42.76,479.0,138.0
C01141,2025-01-01,33.19,590.0,104.0
C01141,2025-02-01,27.6,463.0,120.0
C01141,2025-03-01,22.62,450.0,84.0
C01141,2025-04-01,38.11,543.0,159.0
C01141,2025-05-01,31.76,554.0,127.0
C01141,2025-06-01,39.54,511.0,95.0
C01141,2025-07-01,36.72,509.0,207.0
C01141,2025-08-01,28.74,503.0,200.0
C01141,2025-09-01,38.51,542.0,113.0
C01141,2025-10-01,31.73,532.0,129.0
C01141,2025-11-01,41.46,595.0,206.0
C01141,2025-12-01,50.26,488.0,141.0
C01142,2024-01-01,4.65,75.0,48.0
C01142,2024-02-01,3.86,68.0,54.0
C01142,2024-03-01,2.11,81.0,62.0
C01142,2024-04-01,4.79,104.0,62.0
C01142,2024-05-01,6.69,130.0,49.0
C01142,2024-06-01,7.49,78.0,53.0
C01142,2024-07-01,1.05,104.0,62.0
C01142,2024-08-01,4.65,91.0,52.0
C01142,2024-09-01,1.38,52.0,60.0
C01142,2024-10-01,5.85,80.0,40.0
C01142,2024-11-01,6.43,85.0,38.0
C01142,2024-12-01,6.13,57.0,38.0
C01142,2025-01-01,7.62,103.0,48.0
C01142,2025-02-01,5.59,125.0,54.0
C01142,2025-03-01,4.23,82.0,46.0
C01142,2025-04-01,2.85,100.0,44.0
C01142,2025-05-01,10.25,105.0,43.0
C01142,2025-06-01,6.49,81.0,78.0
C01142,2025-07-01,3.31,56.0,44.0
C01142,2025-08-01,7.66,74.0,55.0
C01142,2025-09-01,5.06,83.0,48.0
C01142,2025-10-01,5.74,133.0,41.0
C01142,2025-11-01,2.11,110.0,43.0
C01142,2025-12-01,6.73,119.0,60.0
C01143,2024-01-01,4.99,109.0,54.0
C01143,2024-02-01,4.01,113.0,54.0
C01143,2024-03-01,8.9,114.0,45.0
C01143,2024-04-01,9.02,67.0,43.0
C01143,2024-05-01,3.84,107.0,43.0
C01143,2024-06-01,2.8,91.0,46.0
C01143,2024-07-01,2.93,99.0,56.0
C01143,2024-08-01,4.45,123.0,78.0
C01143,2024-09-01,6.18,119.0,41.0
C01143,2024-10-01,4.3,91.0,53.0
C01143,2024-11-01,7.04,86.0,58.0
C01143,2024-12-01,5.96,132.0,64.0
C01143,2025-01-01,1.12,99.0,40.0
C01143,2025-02-01,4.93,102.0,46.0
C01143,2025-03-01,4.6,123.0,48.0
C01143,2025-04-01,3.81,112.0,47.0
C01143,2025-05-01,2.59,117.0,50.0
C01143,2025-06-01,7.81,105.0,53.0
C01143,2025-07-01,3.45,107.0,66.0
C01143,2025-08-01,7.86,91.0,55.0
C01143,2025-09-01,7.3,108.0,50.0
C01143,2025-10-01,4.61,96.0,63.0
C01143,2025-11-01,6.13,88.0,51.0
C01143,2025-12-01,3.24,100.0,48.0
C01144,2024-01-01,5.78,78.0,52.0
C01144,2024-02-01,4.25,95.0,66.0
C01144,2024-03-01,7.89,56.0,48.0
C01144,2024-04-01,1.27,62.0,55.0
C01144,2024-05-01,3.52,124.0,45.0
C01144,2024-06-01,7.58,130.0,59.0
C01144,2024-07-01,3.41,65.0,48.0
C01144,2024-08-01,7.37,149.0,41.0
C01144,2024-09-01,7.04,106.0,63.0
C01144,2024-10-01,2.77,90.0,47.0
C01144,2024-11-01,6.08,84.0,37.0
C01144,2024-12-01,5.76,91.0,68.0
C01144,2025-01-01,6.32,96.0,54.0
C01144,2025-02-01,4.47,113.0,51.0
C01144,2025-03-01,8.69,113.0,65.0
C01144,2025-04-01,3.17,121.0,40.0
C01144,2025-05-01,3.94,107.0,71.0
C01144,2025-06-01,4.57,118.0,36.0
C01144,2025-07-01,5.24,88.0,53.0
C01144,2025-08-01,3.68,124.0,65.0
C01144,2025-09-01,6.65,76.0,60.0
C01144,2025-10-01,0.22,79.0,65.0
C01144,2025-11-01,3.19,116.0,50.0
C01144,2025-12-01,5.75,87.0,56.0
C01145,2024-01-01,97.58,1013.0,153.0
C01145,2024-02-01,91.57,971.0,233.0
C01145,2024-03-01,53.2,961.0,151.0
C01145,2024-04-01,67.46,923.0,258.0
C01145,2024-05-01,93.32,1118.0,277.0
C01145,2024-06-01,89.26,1173.0,217.0
C01145,2024-07-01,96.43,932.0,224.0
C01145,2024-08-01,79.32,921.0,211.0
C01145,2024-09-01,78.12,904.0,221.0
C01145,2024-10-01,59.55,978.0,219.0
C01145,2024-11-01,92.69,1027.0,167.0
C01145,2024-12-01,75.06,938.0,178.0
C01145,2025-01-01,78.84,1091.0,148.0
C01145,2025-02-01,80.94,1063.0,176.0
C01145,2025-03-01,62.97,1122.0,230.0
C01145,2025-04-01,104.26,1119.0,141.0
C01145,2025-05-01,74.71,1049.0,209.0
C01145,2025-06-01,92.54,900.0,256.0
C01145,2025-07-01,70.35,1010.0,155.0
C01145,2025-08-01,82.33,997.0,161.0
C01145,2025-09-01,94.08,1003.0,245.0
C01145,2025-10-01,66.77,938.0,209.0
C01145,2025-11-01,78.14,936.0,311.0
C01145,2025-12-01,78.15,971.0,290.0
C01146,2024-01-01,3.76,107.0,57.0
C01146,2024-02-01,7.82,100.0,47.0
C01146,2024-03-01,2.45,85.0,47.0
C01146,2024-04-01,1.48,101.0,47.0
C01146,2024-05-01,3.22,74.0,25.0
C01146,2024-06-01,8.98,135.0,38.0
C01146,2024-07-01,1.07,111.0,46.0
C01146,2024-08-01,4.27,99.0,45.0
C01146,2024-09-01,8.76,77.0,39.0
C01146,2024-10-01,3.27,91.0,61.0
C01146,2024-11-01,4.44,87.0,49.0
C01146,2024-12-01,2.94,117.0,44.0
C01146,2025-01-01,6.22,122.0,47.0
C01146,2025-02-01,8.13,90.0,60.0
C01146,2025-03-01,8.43,82.0,57.0
C01146,2025-04-01,2.48,111.0,44.0
C01146,2025-05-01,3.69,102.0,58.0
C01146,2025-06-01,5.13,97.0,55.0
C01146,2025-07-01,6.04,127.0,45.0
C01146,2025-08-01,3.9,115.0,63.0
C01146,2025-09-01,4.99,93.0,51.0
C01146,2025-10-01,6.66,100.0,45.0
C01146,2025-11-01,4.88,88.0,44.0
C01146,2025-12-01,5.78,78.0,44.0
C01147,2024-01-01,2.86,94.0,43.0
C01147,2024-02-01,4.18,84.0,25.0
C01147,2024-03-01,7.96,110.0,44.0
C01147,2024-04-01,5.65,71.0,35.0
C01147,2024-05-01,3.42,109.0,53.0
C01147,2024-06-01,6.93,106.0,45.0
C01147,2024-07-01,5.8,119.0,51.0
C01147,2024-08-01,3.52,132.0,47.0
C01147,2024-09-01,6.83,78.0,56.0
C01147,2024-10-01,3.15,100.0,58.0
C01147,2024-11-01,6.82,112.0,60.0
C01147,2024-12-01,6.14,86.0,46.0
C01147,2025-01-01,5.66,83.0,63.0
C01147,2025-02-01,4.75,101.0,43.0
C01147,2025-03-01,5.98,84.0,39.0
C01147,2025-04-01,3.49,100.0,47.0
C01147,2025-05-01,8.19,117.0,50.0
C01147,2025-06-01,5.52,121.0,67.0
C01147,2025-07-01,6.03,105.0,51.0
C01147,2025-08-01,5.93,124.0,53.0
C01147,2025-09-01,7.59,86.0,35.0
C01147,2025-10-01,6.26,94.0,57.0
C01147,2025-11-01,3.81,101.0,48.0
C01147,2025-12-01,6.82,90.0,42.0
C01148,2024-01-01,30.82,533.0,137.0
C01148,2024-02-01,33.97,456.0,135.0
C01148,2024-03-01,50.43,640.0,188.0
C01148,2024-04-01,41.93,523.0,124.0
C01148,2024-05-01,29.0,474.0,215.0
C01148,2024-06-01,27.18,524.0,91.0
C01148,2024-07-01,40.65,487.0,100.0
C01148,2024-08-01,44.2,531.0,108.0
C01148,2024-09-01,34.83,532.0,152.0
C01148,2024-10-01,43.73,531.0,189.0
C01148,2024-11-01,18.54,642.0,148.0
C01148,2024-12-01,54.83,362.0,148.0
C01148,2025-01-01,53.07,464.0,75.0
C01148,2025-02-01,35.65,538.0,168.0
C01148,2025-03-01,38.77,494.0,169.0
C01148,2025-04-01,12.26,585.0,165.0
C01148,2025-05-01,29.15,417.0,181.0
C01148,2025-06-01,30.58,707.0,128.0
C01148,2025-07-01,40.98,598.0,80.0
C01148,2025-08-01,29.05,494.0,191.0
C01148,2025-09-01,32.91,532.0,165.0
C01148,2025-10-01,20.05,511.0,138.0
C01148,2025-11-01,27.28,569.0,191.0
C01148,2025-12-01,23.08,665.0,178.0
C01149,2024-01-01,14.44,395.0,98.0
C01149,2024-02-01,13.43,314.0,109.0
C01149,2024-03-01,13.21,297.0,90.0
C01149,2024-04-01,16.2,199.0,92.0
C01149,2024-05-01,25.93,227.0,110.0
C01149,2024-06-01,11.86,313.0,106.0
C01149,2024-07-01,7.86,244.0,96.0
C01149,2024-08-01,13.36,272.0,75.0
C01149,2024-09-01,10.97,350.0,122.0
C01149,2024-10-01,14.33,248.0,84.0
C01149,2024-11-01,18.35,306.0,100.0
C01149,2024-12-01,10.6,233.0,72.0
C01149,2025-01-01,22.19,197.0,106.0
C01149,2025-02-01,15.99,177.0,113.0
C01149,2025-03-01,26.26,258.0,93.0
C01149,2025-04-01,8.7,305.0,73.0
C01149,2025-05-01,16.88,225.0,104.0
C01149,2025-06-01,20.26,236.0,111.0
C01149,2025-07-01,9.33,175.0,70.0
C01149,2025-08-01,14.71,402.0,76.0
C01149,2025-09-01,0.7,207.0,68.0
C01149,2025-10-01,10.14,197.0,87.0
C01149,2025-11-01,20.21,140.0,102.0
C01149,2025-12-01,15.99,246.0,102.0
C01150,2024-01-01,3.35,79.0,50.0
C01150,2024-02-01,6.03,109.0,55.0
C01150,2024-03-01,4.58,106.0,75.0
C01150,2024-04-01,5.97,123.0,50.0
C01150,2024-05-01,6.44,100.0,40.0
C01150,2024-06-01,7.26,119.0,51.0
C01150,2024-07-01,4.78,124.0,47.0
C01150,2024-08-01,4.56,96.0,37.0
C01150,2024-09-01,3.36,111.0,38.0
C01150,2024-10-01,7.16,95.0,73.0
C01150,2024-11-01,1.92,73.0,35.0
C01150,2024-12-01,6.66,66.0,66.0
C01150,2025-01-01,7.92,98.0,53.0
C01150,2025-02-01,3.24,143.0,53.0
C01150,2025-03-01,4.22,138.0,37.0
C01150,2025-04-01,7.68,99.0,73.0
C01150,2025-05-01,5.52,95.0,45.0
C01150,2025-06-01,4.41,104.0,52.0
C01150,2025-07-01,7.81,107.0,47.0
C01150,2025-08-01,7.41,102.0,60.0
C01150,2025-09-01,8.41,102.0,43.0
C01150,2025-10-01,5.24,89.0,41.0
C01150,2025-11-01,0.37,76.0,57.0
C01150,2025-12-01,6.09,72.0,46.0
C01151,2024-01-01,86.28,917.0,182.0
C01151,2024-02-01,76.64,989.0,186.0
C01151,2024-03-01,74.08,899.0,191.0
C01151,2024-04-01,85.13,1035.0,202.0
C01151,2024-05-01,60.88,946.0,204.0
C01151,2024-06-01,89.19,946.0,305.0
C01151,2024-07-01,108.27,793.0,242.0
C01151,2024-08-01,73.5,986.0,214.0
C01151,2024-09-01,64.58,1152.0,183.0
C01151,2024-10-01,72.53,995.0,135.0
C01151,2024-11-01,81.59,828.0,263.0
C01151,2024-12-01,58.9,995.0,121.0
C01151,2025-01-01,65.44,1144.0,195.0
C01151,2025-02-01,114.77,866.0,196.0
C01151,2025-03-01,60.67,953.0,184.0
C01151,2025-04-01,84.75,989.0,181.0
C01151,2025-05-01,89.74,1061.0,259.0
C01151,2025-06-01,57.96,891.0,280.0
C01151,2025-07-01,113.1,1072.0,226.0
C01151,2025-08-01,78.71,1041.0,230.0
C01151,2025-09-01,107.04,1061.0,189.0
C01151,2025-10-01,67.07,845.0,203.0
C01151,2025-11-01,95.32,1137.0,267.0
C01151,2025-12-01,88.19,935.0,252.0
C01152,2024-01-01,8.73,228.0,91.0
C01152,2024-02-01,15.24,308.0,101.0
C01152,2024-03-01,11.96,273.0,81.0
C01152,2024-04-01,16.24,287.0,83.0
C01152,2024-05-01,8.68,246.0,83.0
C01152,2024-06-01,10.5,222.0,116.0
C01152,2024-07-01,13.17,180.0,107.0
C01152,2024-08-01,17.53,279.0,105.0
C01152,2024-09-01,12.0,305.0,69.0
C01152,2024-10-01,8.7,256.0,107.0
C01152,2024-11-01,6.44,187.0,99.0
C01152,2024-12-01,15.31,312.0,69.0
C01152,2025-01-01,10.2,183.0,57.0
C01152,2025-02-01,11.91,266.0,89.0
C01152,2025-03-01,15.84,242.0,77.0
C01152,2025-04-01,10.84,298.0,115.0
C01152,2025-05-01,18.13,235.0,83.0
C01152,2025-06-01,16.84,230.0,90.0
C01152,2025-07-01,15.51,191.0,124.0
C01152,2025-08-01,16.34,297.0,93.0
C01152,2025-09-01,13.01,228.0,80.0
C01152,2025-10-01,10.9,218.0,123.0
C01152,2025-11-01,15.23,200.0,103.0
C01152,2025-12-01,14.18,246.0,58.0
C01153,2024-01-01,13.8,297.0,108.0
C01153,2024-02-01,12.1,325.0,93.0
C01153,2024-03-01,16.4,227.0,73.0
C01153,2024-04-01,17.65,305.0,96.0
C01153,2024-05-01,9.51,256.0,90.0
C01153,2024-06-01,16.73,211.0,94.0
C01153,2024-07-01,20.24,235.0,103.0
C01153,2024-08-01,15.54,353.0,111.0
C01153,2024-09-01,12.58,257.0,87.0
C01153,2024-10-01,26.87,199.0,92.0
C01153,2024-11-01,15.1,196.0,110.0
C01153,2024-12-01,11.56,213.0,119.0
C01153,2025-01-01,11.97,258.0,105.0
C01153,2025-02-01,18.81,287.0,59.0
C01153,2025-03-01,11.79,238.0,122.0
C01153,2025-04-01,10.1,229.0,100.0
C01153,2025-05-01,13.35,285.0,92.0
C01153,2025-06-01,11.03,242.0,134.0
C01153,2025-07-01,15.19,325.0,108.0
C01153,2025-08-01,14.36,303.0,115.0
C01153,2025-09-01,16.75,265.0,112.0
C01153,2025-10-01,15.01,298.0,87.0
C01153,2025-11-01,13.39,204.0,138.0
C01153,2025-12-01,5.2,241.0,86.0
C01154,2024-01-01,4.22,62.0,43.0
C01154,2024-02-01,5.93,78.0,64.0
C01154,2024-03-01,3.35,67.0,66.0
C01154,2024-04-01,6.02,113.0,72.0
C01154,2024-05-01,1.99,125.0,31.0
C01154,2024-06-01,2.45,119.0,52.0
C01154,2024-07-01,0.1,86.0,40.0
C01154,2024-08-01,6.21,106.0,54.0
C01154,2024-09-01,2.69,88.0,54.0
C01154,2024-10-01,5.24,119.0,39.0
C01154,2024-11-01,2.25,104.0,64.0
C01154,2024-12-01,1.59,77.0,44.0
C01154,2025-01-01,4.65,118.0,38.0
C01154,2025-02-01,4.27,85.0,56.0
C01154,2025-03-01,5.58,120.0,56.0
C01154,2025-04-01,7.08,91.0,65.0
C01154,2025-05-01,1.56,127.0,40.0
C01154,2025-06-01,7.23,120.0,45.0
C01154,2025-07-01,4.24,76.0,39.0
C01154,2025-08-01,5.42,69.0,64.0
C01154,2025-09-01,5.89,101.0,45.0
C01154,2025-10-01,7.74,112.0,43.0
C01154,2025-11-01,4.24,118.0,52.0
C01154,2025-12-01,3.8,113.0,55.0
C01155,2024-01-01,36.2,382.0,120.0
C01155,2024-02-01,37.35,357.0,132.0
C01155,2024-03-01,32.63,511.0,134.0
C01155,2024-04-01,31.99,391.0,145.0
C01155,2024-05-01,37.99,440.0,138.0
C01155,2024-06-01,39.57,528.0,125.0
C01155,2024-07-01,40.05,481.0,164.0
C01155,2024-08-01,13.7,545.0,163.0
C01155,2024-09-01,37.27,471.0,165.0
C01155,2024-10-01,38.4,461.0,161.0
C01155,2024-11-01,28.38,362.0,134.0
C01155,2024-12-01,39.79,492.0,154.0
C01155,2025-01-01,20.18,496.0,152.0
C01155,2025-02-01,41.92,584.0,155.0
C01155,2025-03-01,40.58,380.0,164.0
C01155,2025-04-01,37.11,551.0,131.0
C01155,2025-05-01,37.37,397.0,131.0
C01155,2025-06-01,25.56,342.0,160.0
C01155,2025-07-01,30.79,537.0,138.0
C01155,2025-08-01,28.33,459.0,166.0
C01155,2025-09-01,43.19,431.0,157.0
C01155,2025-10-01,48.91,517.0,143.0
C01155,2025-11-01,42.03,511.0,137.0
C01155,2025-12-01,31.3,448.0,133.0
C01156,2024-01-01,6.04,122.0,49.0
C01156,2024-02-01,6.68,110.0,47.0
C01156,2024-03-01,2.85,108.0,57.0
C01156,2024-04-01,1.73,90.0,50.0
C01156,2024-05-01,6.49,120.0,47.0
C01156,2024-06-01,2.24,64.0,73.0
C01156,2024-07-01,5.27,98.0,42.0
C01156,2024-08-01,6.93,83.0,60.0
C01156,2024-09-01,7.15,104.0,56.0
C01156,2024-10-01,3.28,100.0,36.0
C01156,2024-11-01,3.91,65.0,30.0
C01156,2024-12-01,3.38,77.0,50.0
C01156,2025-01-01,5.73,108.0,47.0
C01156,2025-02-01,7.45,108.0,49.0
C01156,2025-03-01,6.92,103.0,53.0
C01156,2025-04-01,1.67,87.0,53.0
C01156,2025-05-01,4.7,120.0,56.0
C01156,2025-06-01,6.17,80.0,65.0
C01156,2025-07-01,7.69,105.0,42.0
C01156,2025-08-01,2.07,88.0,45.0
C01156,2025-09-01,6.62,123.0,39.0
C01156,2025-10-01,3.99,106.0,49.0
C01156,2025-11-01,7.14,77.0,61.0
C01156,2025-12-01,3.86,137.0,58.0
C01157,2024-01-01,6.65,74.0,32.0
C01157,2024-02-01,3.41,84.0,47.0
C01157,2024-03-01,2.61,119.0,52.0
C01157,2024-04-01,0.7,90.0,54.0
C01157,2024-05-01,4.11,77.0,39.0
C01157,2024-06-01,5.13,72.0,48.0
C01157,2024-07-01,3.72,108.0,54.0
C01157,2024-08-01,8.83,93.0,60.0
C01157,2024-09-01,6.22,79.0,67.0
C01157,2024-10-01,5.27,132.0,39.0
C01157,2024-11-01,6.92,65.0,25.0
C01157,2024-12-01,9.22,119.0,64.0
C01157,2025-01-01,4.41,87.0,57.0
C01157,2025-02-01,2.8,78.0,44.0
C01157,2025-03-01,6.87,79.0,60.0
C01157,2025-04-01,5.87,109.0,34.0
C01157,2025-05-01,3.67,96.0,53.0
C01157,2025-06-01,3.72,132.0,47.0
C01157,2025-07-01,5.69,101.0,57.0
C01157,2025-08-01,5.01,75.0,46.0
C01157,2025-09-01,3.18,58.0,62.0
C01157,2025-10-01,8.11,95.0,48.0
C01157,2025-11-01,3.59,101.0,65.0
C01157,2025-12-01,8.03,103.0,33.0
C01158,2024-01-01,7.14,86.0,46.0
C01158,2024-02-01,5.87,86.0,54.0
C01158,2024-03-01,4.61,85.0,53.0
C01158,2024-04-01,3.76,99.0,37.0
C01158,2024-05-01,7.72,70.0,49.0
C01158,2024-06-01,6.48,122.0,49.0
C01158,2024-07-01,3.98,103.0,35.0
C01158,2024-08-01,0.42,100.0,52.0
C01158,2024-09-01,5.13,105.0,64.0
C01158,2024-10-01,5.06,109.0,45.0
C01158,2024-11-01,2.59,116.0,28.0
C01158,2024-12-01,1.33,134.0,56.0
C01158,2025-01-01,5.6,137.0,56.0
C01158,2025-02-01,3.26,87.0,65.0
C01158,2025-03-01,4.7,99.0,36.0
C01158,2025-04-01,3.74,99.0,63.0
C01158,2025-05-01,8.2,109.0,56.0
C01158,2025-06-01,4.33,82.0,48.0
C01158,2025-07-01,6.27,77.0,39.0
C01158,2025-08-01,6.6,61.0,36.0
C01158,2025-09-01,4.59,146.0,44.0
C01158,2025-10-01,5.54,96.0,49.0
C01158,2025-11-01,0.73,129.0,41.0
C01158,2025-12-01,2.35,148.0,46.0
C01159,2024-01-01,48.87,407.0,179.0
C01159,2024-02-01,43.78,483.0,156.0
C01159,2024-03-01,26.48,582.0,147.0
C01159,2024-04-01,20.13,547.0,154.0
C01159,2024-05-01,36.67,369.0,209.0
C01159,2024-06-01,34.25,505.0,149.0
C01159,2024-07-01,45.2,596.0,161.0
C01159,2024-08-01,50.88,533.0,142.0
C01159,2024-09-01,28.87,518.0,60.0
C01159,2024-10-01,33.33,480.0,127.0
C01159,2024-11-01,34.67,535.0,167.0
C01159,2024-12-01,36.16,505.0,200.0
C01159,2025-01-01,50.6,463.0,184.0
C01159,2025-02-01,26.89,502.0,126.0
C01159,2025-03-01,40.73,438.0,152.0
C01159,2025-04-01,36.96,439.0,165.0
C01159,2025-05-01,49.84,521.0,164.0
C01159,2025-06-01,50.62,453.0,173.0
C01159,2025-07-01,38.14,533.0,158.0
C01159,2025-08-01,32.53,477.0,170.0
C01159,2025-09-01,49.01,504.0,170.0
C01159,2025-10-01,40.92,557.0,131.0
C01159,2025-11-01,34.61,424.0,148.0
C01159,2025-12-01,28.31,510.0,101.0
C01160,2024-01-01,11.6,227.0,107.0
C01160,2024-02-01,8.69,258.0,93.0
C01160,2024-03-01,15.58,261.0,114.0
C01160,2024-04-01,19.53,210.0,111.0
C01160,2024-05-01,8.97,263.0,104.0
C01160,2024-06-01,15.66,207.0,99.0
C01160,2024-07-01,12.16,235.0,135.0
C01160,2024-08-01,16.06,296.0,139.0
C01160,2024-09-01,10.9,194.0,128.0
C01160,2024-10-01,8.74,202.0,111.0
C01160,2024-11-01,11.88,264.0,110.0
C01160,2024-12-01,5.61,335.0,146.0
C01160,2025-01-01,14.46,290.0,149.0
C01160,2025-02-01,16.61,185.0,107.0
C01160,2025-03-01,10.26,243.0,125.0
C01160,2025-04-01,21.53,182.0,111.0
C01160,2025-05-01,13.64,205.0,105.0
C01160,2025-06-01,17.74,314.0,111.0
C01160,2025-07-01,13.94,242.0,129.0
C01160,2025-08-01,12.99,232.0,100.0
C01160,2025-09-01,14.9,233.0,125.0
C01160,2025-10-01,16.64,334.0,132.0
C01160,2025-11-01,17.88,240.0,73.0
C01160,2025-12-01,11.92,325.0,93.0
C01161,2024-01-01,11.31,308.0,103.0
C01161,2024-02-01,14.86,289.0,77.0
C01161,2024-03-01,13.21,311.0,108.0
C01161,2024-04-01,18.63,316.0,121.0
C01161,2024-05-01,13.25,255.0,64.0
C01161,2024-06-01,22.96,273.0,81.0
C01161,2024-07-01,7.1,227.0,97.0
C01161,2024-08-01,15.35,181.0,83.0
C01161,2024-09-01,16.47,377.0,107.0
C01161,2024-10-01,17.12,186.0,100.0
C01161,2024-11-01,8.3,244.0,136.0
C01161,2024-12-01,11.67,259.0,81.0
C01161,2025-01-01,17.73,237.0,67.0
C01161,2025-02-01,14.59,344.0,110.0
C01161,2025-03-01,16.21,224.0,92.0
C01161,2025-04-01,22.67,240.0,106.0
C01161,2025-05-01,17.4,191.0,53.0
C01161,2025-06-01,9.27,177.0,127.0
C01161,2025-07-01,10.16,220.0,110.0
C01161,2025-08-01,11.98,295.0,145.0
C01161,2025-09-01,21.27,291.0,87.0
C01161,2025-10-01,13.9,256.0,125.0
C01161,2025-11-01,15.24,239.0,131.0
C01161,2025-12-01,20.23,173.0,113.0
C01162,2024-01-01,4.04,155.0,49.0
C01162,2024-02-01,5.71,121.0,65.0
C01162,2024-03-01,6.24,112.0,61.0
C01162,2024-04-01,5.14,98.0,58.0
C01162,2024-05-01,6.48,103.0,56.0
C01162,2024-06-01,7.61,96.0,34.0
C01162,2024-07-01,4.15,116.0,49.0
C01162,2024-08-01,4.72,88.0,55.0
C01162,2024-09-01,6.46,95.0,56.0
C01162,2024-10-01,7.94,85.0,48.0
C01162,2024-11-01,5.23,96.0,46.0
C01162,2024-12-01,6.14,98.0,61.0
C01162,2025-01-01,5.12,86.0,53.0
C01162,2025-02-01,8.53,105.0,54.0
C01162,2025-03-01,7.78,81.0,55.0
C01162,2025-04-01,4.54,76.0,50.0
C01162,2025-05-01,5.44,65.0,29.0
C01162,2025-06-01,3.68,109.0,49.0
C01162,2025-07-01,8.3,99.0,49.0
C01162,2025-08-01,5.31,117.0,44.0
C01162,2025-09-01,6.29,113.0,45.0
C01162,2025-10-01,7.18,116.0,62.0
C01162,2025-11-01,6.53,129.0,57.0
C01162,2025-12-01,1.8,62.0,53.0
C01163,2024-01-01,21.45,183.0,106.0
C01163,2024-02-01,20.78,199.0,97.0
C01163,2024-03-01,17.25,189.0,125.0
C01163,2024-04-01,15.72,245.0,69.0
C01163,2024-05-01,16.03,204.0,122.0
C01163,2024-06-01,16.6,189.0,79.0
C01163,2024-07-01,14.66,281.0,116.0
C01163,2024-08-01,7.26,234.0,80.0
C01163,2024-09-01,20.07,245.0,86.0
C01163,2024-10-01,22.47,284.0,99.0
C01163,2024-11-01,12.19,143.0,93.0
C01163,2024-12-01,13.61,306.0,75.0
C01163,2025-01-01,16.89,284.0,93.0
C01163,2025-02-01,14.86,272.0,97.0
C01163,2025-03-01,25.28,309.0,108.0
C01163,2025-04-01,14.96,290.0,99.0
C01163,2025-05-01,9.15,278.0,92.0
C01163,2025-06-01,16.52,231.0,81.0
C01163,2025-07-01,25.79,206.0,109.0
C01163,2025-08-01,20.3,271.0,125.0
C01163,2025-09-01,18.05,133.0,74.0
C01163,2025-10-01,15.7,196.0,109.0
C01163,2025-11-01,24.9,274.0,104.0
C01163,2025-12-01,21.74,323.0,115.0
C01164,2024-01-01,30.53,489.0,130.0
C01164,2024-02-01,31.42,556.0,167.0
C01164,2024-03-01,35.86,532.0,171.0
C01164,2024-04-01,34.62,518.0,170.0
C01164,2024-05-01,28.29,549.0,86.0
C01164,2024-06-01,36.98,458.0,76.0
C01164,2024-07-01,39.45,475.0,109.0
C01164,2024-08-01,41.35,428.0,145.0
C01164,2024-09-01,47.72,531.0,120.0
C01164,2024-10-01,39.58,601.0,156.0
C01164,2024-11-01,39.16,549.0,154.0
C01164,2024-12-01,34.66,531.0,161.0
C01164,2025-01-01,39.6,556.0,61.0
C01164,2025-02-01,37.36,493.0,198.0
C01164,2025-03-01,32.96,524.0,129.0
C01164,2025-04-01,42.58,431.0,148.0
C01164,2025-05-01,68.73,463.0,134.0
C01164,2025-06-01,25.14,473.0,108.0
C01164,2025-07-01,25.39,530.0,179.0
C01164,2025-08-01,12.84,540.0,187.0
C01164,2025-09-01,25.47,640.0,190.0
C01164,2025-10-01,27.69,507.0,180.0
C01164,2025-11-01,43.98,482.0,128.0
C01164,2025-12-01,46.17,502.0,120.0
C01165,2024-01-01,0.0,88.0,52.0
C01165,2024-02-01,7.41,73.0,46.0
C01165,2024-03-01,5.0,135.0,33.0
C01165,2024-04-01,5.08,91.0,42.0
C01165,2024-05-01,5.99,124.0,37.0
C01165,2024-06-01,3.06,66.0,49.0
C01165,2024-07-01,5.18,114.0,50.0
C01165,2024-08-01,5.07,131.0,58.0
C01165,2024-09-01,0.9,115.0,45.0
C01165,2024-10-01,4.44,98.0,42.0
C01165,2024-11-01,6.28,66.0,60.0
C01165,2024-12-01,7.6,107.0,56.0
C01165,2025-01-01,1.73,75.0,51.0
C01165,2025-02-01,3.61,77.0,62.0
C01165,2025-03-01,4.2,120.0,36.0
C01165,2025-04-01,2.84,114.0,50.0
C01165,2025-05-01,7.09,104.0,67.0
C01165,2025-06-01,7.3,110.0,40.0
C01165,2025-07-01,3.0,66.0,57.0
C01165,2025-08-01,4.49,64.0,48.0
C01165,2025-09-01,4.83,96.0,49.0
C01165,2025-10-01,8.16,98.0,35.0
C01165,2025-11-01,4.47,111.0,42.0
C01165,2025-12-01,5.8,101.0,61.0
C01166,2024-01-01,42.47,464.0,138.0
C01166,2024-02-01,25.64,508.0,147.0
C01166,2024-03-01,17.43,458.0,156.0
C01166,2024-04-01,26.67,599.0,156.0
C01166,2024-05-01,25.97,501.0,151.0
C01166,2024-06-01,39.52,461.0,154.0
C01166,2024-07-01,24.8,419.0,156.0
C01166,2024-08-01,20.85,474.0,223.0
C01166,2024-09-01,43.59,569.0,206.0
C01166,2024-10-01,28.07,523.0,181.0
C01166,2024-11-01,17.89,508.0,133.0
C01166,2024-12-01,39.94,475.0,195.0
C01166,2025-01-01,27.83,579.0,187.0
